Denominazione,Abstract,Categoria,Tipologia_Prevalente,Comune,Indirizzo,Proprieta,Date_complesso_archivistico,lat_comune,long_omune
Museo Arte Arundiana,"All’interno del museo vi sono due percorsi: il percorso culturale della canna mediterranea, evidenziando gli utilizzi remoti che se ne facevano fino ai giorni nostri. Il percorso artistico del Maestro F. Zaccagnino che, sulla base del precedente ampiamente vissuto, durante la sua infanzia, riscopre questa materia prima e ne fa arte.",Archivio Collezioni Private,Collezione oggettuale,Atella,"Largo Chiesa, 18 ; 85020 Borgo di Sant'Ilario di Atella, Pz",Privata,,40.8768100,15.6513140
Archivio Storico Comunale di Maschito,"- Deliberazioni della giunta e del consiglio ; - Libri mastri ; - Bilanci e conti consuntivi ; - Catasto provvisorio XIX secolo ; - Protocolli della corrispondenza ; - Carteggio delle 15 categorie Nel 1943 un incendio della sede comunale, provocato da una sommossa popolare, distrusse quasi tutti gli atti del comune ad eccezione di 4 volumi del catasto provvisorio del secolo XIX e dei registri dello stato civile. ; L'archivio è, quindi, costituito, ad eccezione dei 4 volumi del catasto provvisorio del secolo XIX, esclusivamente da documentazione appartenente al secolo XX.",Archivio Pubblico Non Statale,Archivio documentale,Maschito,"Via Luigi Cariati, 114 ; 85020 Maschito PZ",Comune di Maschito,sec. XIX - 1989,40.9075480,15.8291480
Archivio Storico Comunale di Ripacandida,Il fondo si presenta parzialmente ordinato eccetto un raggruppamento di documenti delle 15 categorie non individuati nelle diverse partizioni in serie.,Archivio Pubblico Non Statale,Archivio documentale,Ripacandida,"Via Santa Maria, 20/c ; 85020 Ripacandida PZ",Comune di Ripacandida,1809 - 2004,40.9129814,15.7256296
Archivio Storico Comunale di Rionero in Vulture,"Notevoli sono state le dispersioni causate dagli eventi sismici del 1980. Attualmente, dopo numerose sistemazioni provvisorie, l'ente ha suddiviso la documentazione in tre archivi separati: le delibere di giunta e di consiglio più antiche sono conservate a cura della biblioteca comunale nei locali di Palazzo Fortunato, mentre la documentazione più recente è collocata nella sede comunale di Palazzo Rotundo, accanto ai registri dello Stato Civile. Non hanno ancora trovato collocazione alcuni registri di sentenze di Conciliazione, recentemente ritrovati e bisognosi di restauro.",Archivio Pubblico Non Statale,Archivio documentale,Rionero in Vulture,Via Amedeo di Savoia - Palazzo Rotundo ; 85028 Rionero in Vulture PZ,Comune di Rionero in Vulture,1806 - 2001,40.9267222,15.6709629
Archivio Famiglia G. Fortunato,Documenti della famiglia G. Fortunato.,Archivio Collezioni Private,Archivio documentale,Rionero in Vulture,"Biblioteca Comunale Giustino Fortunato ; Via Garibaldi 2 ; 85028, Rionero In Vulture (PZ)",Privata,1853-1903,40.9267222,15.6709629
"Archivio Società Industriale ""Traficante s. r.l.""",Documenti sull'attività industriale della società Traficante nel settore dell'imbottigliamento di acque minerali.,Archivio Collezioni Private,Archivio documentale,Rionero in Vulture,,Privata,secc. XIX-XX,40.9267222,15.6709629
Museo del Brigantaggio,"La ﬁne del 1700 è caratterizzato da numerosi atti di brigantaggio che turbano la sicurezza ; delle campagne del Vulture. Fanno eco le imprese del famigerato Angiolillo (Angelo del Duca) e dei fratelli Bufaletto (Pasquale e Vito Giordano) e Maccapane (Tommaso Grosso). È solo a seguito dell'uniﬁcazione italiana che si sviluppò quel brigantaggio a risonanza na- ; zionale con le gesta di Carmine Crocco e la sua banda di briganti, di cui è allestita la mostra permanente “La Parata dei Briganti” ed il museo virtuale sul Brigantaggio, allînterno del complesso dell'Ex Grancia-Ex Carcere Borbonico, recuperato e restaurato dalla Soprintendenza per i Beni Architettonici e Paesaggistici di Potenza, in accordo con il Comune di Rionero in Vulture, con ﬁnanziamenti del Ministero dei Beni e delle Attività Culturali e del Turismo e ﬁnanziamenti della Regione Basilicata. ; In accordo con il GAL-Vulture Alto Bradano è stato allestito il detto museo virtuale allocato, all’inizio, nei vani del Palazzo Giustino Fortunato. ; Il museo virtuale sul Brigantaggio e la mostra permanente “La parata dei Briganti” con l'ausilio di nuove tecnologie (touch scren, video, audio-guide) è divisa in sezioni e si sviluppa su due livelli: ; al piano terra nella sala d'ingresso coperta con volta a crociera è allocata la reception e una piccola biblioteca di volumi sul brigantaggio; a destra, nell’ex cella dei detenuti, la saletta proiezioni-convegno. ; Al primo piano il percorso museale comprende: ; Sala Briganti - ex cella per detenuti ammalati; ; Sala Brigantesse - ex cella per detenuti donne; ; Sala Crocco — ex cella per detenuti di piccoli reati. ; Il Museo virtuale sul brigantaggio è la prima struttura cittadina destinata a museo e mostra ; permanente, rappresenta per la collettività occasione di conoscenza e approfondimento di un ; periodo tra i più travagliati della seconda metà dell’ottocento ed un’ opportunità didattica per le scuole del circondario e non solo.",Archivio Collezioni Private,Museo multimediale,Rionero in Vulture,"Palazzo “G. Fortunato” via Garibaldi, 4, ; 85028 Rionero In Vulture, Pz",Comune di Rionero in Vulture,,40.9267222,15.6709629
Archivio Storico Comunale di Ginestra,"- Deliberazioni del consiglio ; - Deliberazioni della giunta ; - Copie delle deliberazioni ; - Mastri di contabilita' ; - Conti consuntivi ; - Mandati di pagamento ; - Repertori contratti ; - Ordinanze ; - Ruoli tasse comunali ; - Protocolli di corrispondenza ; - Delegazione municipale di Ginestra frazione di Ripacandida. Il fondo contiene tutti i documenti prodotti dal comune di Ginestra dal momento della sua autonomia amministrativa nel 1965. Alcune serie, tuttavia, possono avere una datazione precedente perchè continuazione di quelle prodotte dalla Delegazione comunale.",Archivio Pubblico Non Statale,Archivio documentale,Ginestra,Via Nazionale ; 85020 Ginestra PZ,Comune di Ginestra,1929 - 1992,40.9302710,15.7338530
Archivio Storico Comunale di Palazzo San Gervasio,Parte della documentazione fu distrutta in un incendio nel 1825 e in un saccheggio nel luglio 1848.,Archivio Pubblico Non Statale,Archivio documentale,Palazzo San Gervasio,"Via Roma, 34 ; 85026 Palazzo San Gervasio PZ",Comune di Palazzo San Gervasio,1823 - 2004,40.9314110,15.9854770
Archivio Storico Comunale di Barile,"- Deliberazioni del consiglio e della giunta ; - Mastri e contratti ; - Liste di leva ; - Ricostruzione (L.219/81) - Opere pubbliche ; - Carteggio delle XV categorie ; Nel 1929, a causa di un incendio nella casa comunale, è andata distrutta tutta la documentazione più antica.",Archivio Pubblico Non Statale,Archivio documentale,Barile,Comune di Barile ; Piazza Carlo Alberto dalla Chiesa ; 85022 Barile PZ,Comune di Barile,sec. XX -,40.9471208,15.6732351
Archivio Briscese,"L'Archivio, di proprietà del Comune di Venosa, è costituito dalla documentazione attestante l'attività di mons. Briscese, che aveva costituito un fondo documentario molto ricco.",Archivio Collezioni Private,Archivio documentale,Venosa,"Biblioteca civica Monsignor Rocco Briscese, ; Castello Pirro Del Balzo ; Piazza Umberto I ; 85029 Venosa, Pz",Comune di Venosa,1691-1954,40.9623518,15.8157962
Archivio Arciconfraternita San Rocco di Venosa,L'archivio attesta l'attività della Confraternita dalla sua fondazione ai giorni nostri.,Archivio Collezioni Private,Archivio documentale,Venosa,,Privata,1883-1998,40.9623518,15.8157962
Archivio Famiglia Di Ciesco,"1 platea di S. Marco in Venosa, 10 volumi di trascrizioni di sinodi e di documenti pergamenacei non più esistenti e documenti sciolti.",Archivio Collezioni Private,Archivio documentale,Venosa,,Privata,secc. XIX-XX,40.9623518,15.8157962
Archivio Famiglia Pinto,"Testamenti, atti di Stato civile, albero genealogico, atti relativi alle proprietà di famiglia e alla loro gestione atti relativi all'attività dell'avv.to Gerardo Pinto.",Archivio Collezioni Private,Archivio documentale,Venosa,,Privata,secc. XVIII-XX,40.9623518,15.8157962
Archivio Famiglia Santangelo,"Testamenti, titoli di proprietà, capitoli matrimoniali, amministrazione beni e privilegi di papa Pio XI all'Oratorio di famiglia.",Archivio Collezioni Private,Archivio documentale,Venosa,,Privata,secc. XVIII-XX,40.9623518,15.8157962
Archivio Storico Comunale di Venosa,,Archivio Pubblico Non Statale,Archivio documentale,Venosa,"Via Vittorio Emanuele II, 198 ; 85029 Venosa PZ",Comune di Venosa,,40.9623518,15.8157962
Archivio Storico Comunale di Rapolla,,Archivio Pubblico Non Statale,Archivio documentale,Rapolla,"Piazza Garibaldi, 1 ; 85027 Rapolla PZ",Comune di Rapolla,1812 - 2003,40.9767222,15.6722037
Archivio storico diocesano della Diocesi Melfi-Rapolla-Venosa,L'archivio diocesano comprende la documentazione delle diocesi unite di Melfi e Rapolla. Un primo sommario ordinamento delle carte è stato compiuto fra il 1755 ed il 1765 sotto la direzione del vescovo Pasquale Teodoro Basta ma di questo ordinamento non resta alcuna traccia. Negli ultimi decenni la documentazione ha subito diversi spostamenti e trasferimenti conseguenti ai lavori di consolidamento e di restauro del palazzo episcopale e attualmente è collocato nei locali dell'edificio vescovile. Ulteriore website http://www.anagrafebbcc.chiesacattolica.it/anagraficaCEIBib/public/VisualizzaScheda.do?codice_cei=CEI053A00001,Archivio Diocesano,Archivio documentale,Melfi,Piazza Duomo 2 - 85100 Melfi,Chiesa Cattolica,sec. XV [ prima metà ] - sec. XXI [ seconda metà ],40.9975000,15.6523703
Archivio Branchini,"L'archivio costituito da circa 700 documenti del 19° e 20° secolo, è afferente famiglie lucane, fra le quali la famiglia Aquilecchia.",Archivio Collezioni Private,Archivio documentale,Melfi,,Privata,secc. XIX-XX,40.9975000,15.6523703
Archivio Famiglia Bozza,"Manoscritti di testi letterari e poetici, registri di conti relativi ad attività agricole, raccolte di strumenti notarili, corrispondenza, carte sciolte, diari, manifesti, fotografie, ritagli di giornali, cartoline ed antichi volumi della famiglia Bozza di Barile.",Archivio Collezioni Private,Archivio documentale,Melfi,,Privata,Secc. XVIII - XX,40.9975000,15.6523703
Archivio Storico Comunale di Melfi,La sezione comprende la documentazione più recente che sarebbe dovuta confluire nell'archivio di deposito ma che ancora giace presso i diversi uffici che l'hanno prodotta.,Archivio Pubblico Non Statale,Archivio documentale,Melfi,Piazza A. Mancini ; 85025 Melfi PZ,Comune di Melfi,,40.9975000,15.6523703
Archivio Storico Comunale di Montemilone,Con deliberazione podestarile del 21.1.1936 fu effettuato uno scarto regolare di atti. Non risultano altri scarti successivi.,Archivio Pubblico Non Statale,Archivio documentale,Montemilone,Via Torino ; 85020 Montemilone PZ,Comune di Montemilone,1808 - 2004,41.0311111,15.9701666
Archivio Storico Comunale di Lavello,"Gran parte della documentazione è costituita dal carteggio relativo alle quindici categorie: ; Cat. I, bb. 51, 1897/1960; ; Cat. III, bb. 11, 1897/1958; ; Cat. IV, bb. 14, 1897/1944; ; Cat. V, bb. 137, 1897/1960; ; Cat. IX, bb. 28, 1897/1944; ; Cat. XII, bb. 17, 1945/1958; ; Cat. XIII, bb. 5, 1945/1958; ; Cat. XIV, bb. 30, 1897/1958; ; Cat. XV, bb. 15, 1945/1958. Le condizioni di disordine non consentono di rilevare le partizioni in serie del fondo costituito sia da documenti preunitari che postunitari.",Archivio Pubblico Non Statale,Archivio documentale,Lavello,Via Cavour ; 85024 Lavello PZ,Comune di Lavello,1842 - 2001,41.0467407,15.7917407
Mostra Permanente della Cultura e della Civiltà Contadina,"Il Museo è stato allestito dalla Coop. Sociale C.I.D.I.S, che gestisce il servizio di assistenza domiciliare agli anziani, in due ampi locali al pianterreno di Palazzo Pignatelli, che è attualmente sede del municipio. ; L’attività espositiva rientra nell’ambito delle finalità socioculturali di cui si fa carico la stessa Coop. Sociale e si inquadra in un più generale progetto di recupero della memoria e di animazione culturale. La mostra permanente espone oggetti provenienti dal territorio di Lavello e relativi al ciclo cerealicolo e all’abitazione contadina di tipo tradizionale. ; Nel dicembre del 1994 la Cooperativa Sociale CI.DI.S. che gestisce i servizi socio-educativi per gli anziani, ha allestito la ""Mostra della Civiltà Contadina"", raccogliendo materiali di uso quotidiano, arredi della casa della società contadina ed attrezzi agricoli. ; L'obiettivo della Mostra della civiltà contadina nel nostro territorio è quello della conservazione della memoria storica e sociale, attraverso documenti materiali del lavoro contadino per trasmetterla alle nuove generazioni. ; La mostra è ubicata nell'atrio del Palazzo Ducale (sede del Comune di Lavello). ; Suddivisa in due sezioni: ""la casa contadina"" con oggetti di casa contadina e ""il lavoro nei campi"" con attrezzi contadini. ; La prima sezione si compone di oggetti e arredi che venivano utilizzati nelle abitazioni. ; La seconda sezione è composta da strumenti ed attrezzi che venivano adoperati per il lavoro nei campi svolto dai contadini durante l'intero ciclo della produzione del grano. ; Altre due nuove sezioni sono state aggiunte: una dedicata ai costumi tradizionali propri della cultura contadina e l'altra costituita da una raccolta di documenti e atti notarili di rilevanza storica. ; A supporto della mostra la Cooperativa CI.DI.S. ha prodotto due cataloghi pubblicati nel 1994 e nel 1999. Nel 2002 ha inoltre prodotto un supporto multimediale su CD-ROM che ha vinto il primo premio del concorso Regionale indetto dal CO.RE.COM. della Regione Basilicata.",Archivio Collezioni Private,Collezione oggettuale,Lavello,"C/o Palazzo Comunale, via Cavour, 89 ; 85024 Lavello, Pz",Comune di Lavello,,41.0467407,15.7917407
Archivio Storico Comunale di Montalbano Jonico,"-Registri degli atti di nascita ; -Registri degli atti di matrimonio ; -Registri degli atti di morte ; -Registri degli atti diversi ; -Indici decennali degli atti di nascita ; -Indici decennali degli atti di matrimonio ; -Indici decennali degli atti di morte. ; Sino al 1974 l'Ufficio di Stato civile del Comune di Montalbano registrava gli atti della vicina frazione di Scanzano Ionico. Con l'erezione di Scanzano a comune autonomo, avvenuta nel 1974, i registri ad esso appartenenti, a far data dal 1959, sono stati trasferiti presso il suddetto comune.Il Comune di Montalbano conserva il suo archivio in due locali siti a poca distanza dal municipio: nel primo è confluita una parte della documentazione oggetto di un riordinamento effettuato nel 1996; nel secondo, si conserva quella parte di atti che è stata soltanto sommariamente ordinata. Non esiste un servizio d'archivio formalmente istituito. La documentazione è consultabile in orari e modalità da concordare con il sindaco.",Archivio Pubblico Non Statale,Archivio documentale,Montalbano Ionico,Viale Sacro Cuore ; 75023 Montalbano Jonico MT,Comune di Montalbano Ionico,1809 - 1997,40.2908750,16.5657860
